12000 6
1 4602 1
1 7495 4
1 794 4
1 678 6
1 9593 5
1 3970 2
1 5830 3
2 7912 1
1 8459 3
1 5851 4
1 7899 6
2 6124 5
1 4028 1
1 9708 5
2 5345 5
1 5148 6
1 3505 6
1 7378 1
1 7567 2
1 3311 1
1 1203 2
1 6544 1
2 9862 6
2 4298 5
2 7008 1
2 5661 6
2 8542 3
1 7821 6
2 2771 5
1 4616 5
2 8992 6
1 9500 5
2 2594 6
2 9296 1
1 2012 2
2 8038 3
2 3301 4
2 9129 3
1 6626 4
1 1360 1
2 8968 5
1 4074 2
1 6160 4
2 7993 3
2 3245 6
2 4116 2
1 8884 5
1 6709 1
1 2153 2
2 7781 5
1 3088 5
1 8255 2
1 909 4
1 8934 3
1 6153 1
1 3325 1
2 3264 4
2 2670 6
2 4014 3
1 5074 4
2 6374 1
2 544 3
1 8343 5
2 760 6
1 8520 6
1 2922 5
2 8261 4
2 2405 3
2 1530 2
2 1074 5
1 4430 2
1 7996 1
1 238 5
1 9226 6
1 4016 5
2 5819 5
2 2607 5
1 7516 2
1 1533 3
1 5859 6
2 5618 4
2 1495 3
1 9066 6
1 7386 4
1 1332 1
2 7980 3
1 3932 1
2 5575 2
2 6079 2
2 8533 2
1 3346 3
2 7461 6
2 8582 1
2 731 3
1 2179 2
1 5718 6
1 8790 2
1 192 1
2 8118 2
1 1089 3
2 8491 5
1 1898 1
1 3902 5
2 6137 4
1 962 2
1 4573 3
1 8302 5
2 9273 5
1 5705 1
2 8901 2
1 9159 5
2 6550 6
1 3013 4
1 3984 3
1 1498 4
2 8067 5
2 3636 2
1 6070 2
2 6462 6
1 1314 6
1 327 6
2 1918 2
1 3697 3
1 753 2
1 1178 1
2 9546 5
2 69 3
2 617 2
2 8619 4
1 9988 3
1 83 4
2 344 6
1 3245 3
1 970 1
1 701 6
1 5626 1
1 6744 5
2 4757 4
1 9830 6
1 8399 5
2 208 6
1 8328 4
2 3096 5
2 7934 4
2 2784 1
1 1129 5
1 3426 2
2 3432 4
2 6058 2
2 1615 1
2 8068 5
2 2620 2
1 2769 3
2 9442 3
2 4825 6
1 9752 3
2 6751 1
1 8649 4
1 3660 2
1 264 2
2 6763 5
2 5104 4
2 3280 1
1 362 2
2 8415 2
1 4699 3
1 8574 3
2 8232 3
2 6941 6
1 7102 4
1 754 5
1 6707 1
2 7771 6
2 4145 6
2 5533 6
1 2160 3
2 7915 1
1 6566 4
2 753 4
1 1794 1
2 9920 5
1 9605 3
1 851 2
1 1832 3
2 1946 6
2 966 4
2 4974 6
1 5394 5
1 8049 4
2 9098 2
2 6318 6
1 5275 4
2 8669 3
1 8653 5
2 6705 6
2 7472 4
1 8766 2
1 192 2
2 9338 5
2 2380 1
1 4543 4
1 6301 4
1 9684 6
1 7981 4
2 4625 3
1 4649 3
2 9508 4
1 1828 6
2 7810 4
1 9516 5
2 3975 2
1 4143 2
2 1560 5
2 3468 1
2 6122 5
2 6280 5
1 7998 2
1 3695 6
1 8396 5
2 5395 6
1 6378 4
1 4189 5
2 9188 4
1 3669 3
2 6349 4
1 3557 2
2 35 1
1 9828 6
1 1412 2
1 2467 1
2 9287 2
1 9066 3
1 8545 6
2 5015 3
1 6565 6
1 2788 6
2 4575 3
1 7136 2
1 4193 6
2 8977 3
1 3499 1
2 9073 4
1 9362 5
2 1500 5
1 2278 6
2 3865 5
1 5178 4
2 3697 3
1 2682 4
1 2405 6
1 9794 5
2 6599 5
2 2618 2
2 5150 5
2 4813 2
2 3803 4
2 7220 3
2 3710 6
1 1414 1
2 2625 5
2 8350 4
1 7912 5
2 2799 3
1 8996 3
2 954 1
1 5120 3
1 4783 1
1 1875 5
2 326 6
2 4344 3
1 7462 3
2 7045 2
1 8061 6
1 9984 2
2 3210 3
1 8196 4
1 1431 6
2 3172 5
1 2582 4
1 4832 4
1 5944 3
1 9837 4
2 7576 2
1 6869 4
1 1468 4
1 2549 6
1 7547 5
1 1955 2
1 2886 4
1 2298 3
1 4101 1
2 2108 5
1 6770 3
1 426 5
2 928 3
1 4086 3
2 5191 2
2 9134 4
2 280 5
1 1954 6
2 2879 2
1 8275 3
2 1237 4
1 9475 5
1 7312 3
2 2130 2
2 9738 5
1 712 1
2 8183 3
1 466 3
2 2150 3
1 3856 5
2 3200 5
1 6256 2
2 5687 6
1 6935 2
1 8946 5
2 3826 2
2 5245 2
1 1849 4
1 3032 4
1 6710 6
2 6389 4
2 9146 1
2 3351 6
2 7474 6
1 4735 6
2 7639 2
2 6938 6
1 1368 1
2 6258 1
1 5165 1
1 9711 3
2 4711 5
1 7317 6
1 8509 3
2 101 3
1 2723 3
1 1030 1
2 8859 4
1 7950 2
1 4314 4
1 8152 3
2 4555 5
2 5209 3
1 2320 3
1 7079 1
1 2431 2
1 870 3
2 4810 4
2 3680 2
1 7935 5
1 7769 2
2 2594 5
2 2488 4
2 7651 1
2 1705 1
1 6158 1
1 2972 6
1 1141 1
1 9625 2
2 6430 4
1 7719 2
2 2822 1
2 2482 6
1 8667 4
2 354 2
2 6612 2
2 9243 3
2 1912 2
2 8179 5
1 2491 1
1 3013 2
1 605 1
2 1672 4
2 5612 1
2 4736 3
2 1863 3
1 1140 1
1 9225 4
1 6514 1
2 578 6
1 4131 5
1 6530 4
1 8251 5
2 5678 3
1 4921 1
1 1951 6
1 3974 4
2 5813 4
1 8570 6
2 1625 6
1 7247 3
1 3700 1
1 1456 3
1 8286 6
1 3013 1
2 779 1
2 9744 6
2 1384 4
1 1902 2
2 1420 4
1 6143 2
1 1240 2
1 9071 3
1 1723 1
1 1954 3
2 2669 3
2 9376 3
1 5045 5
2 2781 3
1 5000 6
2 1161 6
1 1534 6
1 2497 6
2 9202 3
2 3662 4
2 6874 3
2 3963 1
1 4365 2
2 6684 1
2 6304 1
2 5236 1
2 8260 5
2 1773 5
2 4678 4
1 553 4
2 6417 3
2 1844 3
2 9844 1
2 8170 5
2 3755 4
1 3032 5
2 6515 4
2 6084 2
2 5831 4
2 8477 2
1 4683 1
2 3657 1
1 1813 2
1 1518 6
1 4132 5
1 8802 1
1 3250 2
1 1450 2
1 9379 4
1 4941 3
1 3873 6
1 1290 1
2 4850 5
1 129 4
2 6721 3
2 7501 6
1 745 2
1 9430 4
2 6858 1
2 4606 2
2 3537 2
2 2635 2
2 3698 5
1 731 3
2 8411 5
1 6894 6
2 8845 5
2 2036 1
2 7772 1
2 4623 5
2 6062 6
1 5579 1
2 8328 2
2 8125 4
2 7180 3
1 9368 3
1 7637 2
2 8173 2
1 5287 6
1 5352 4
2 5870 3
1 9201 6
1 5670 5
2 6314 5
1 5244 3
1 895 4
2 3437 5
1 8836 1
1 8322 4
1 6509 5
2 4161 6
1 8268 3
1 6511 1
1 6267 6
1 974 5
1 7359 2
1 646 2
2 250 4
1 6541 1
2 7209 6
1 6935 4
2 6687 4
2 1646 5
1 9516 4
2 5279 5
2 462 1
2 9729 6
2 9775 3
2 6824 5
2 7997 6
1 7120 1
1 3946 5
2 3608 3
1 1948 3
1 6525 3
2 5954 2
2 3831 3
2 7033 4
1 5280 3
2 6140 2
2 7570 6
1 9549 5
1 3845 2
1 1046 6
2 5576 2
1 6519 2
1 349 4
2 9685 2
1 1535 4
1 5085 1
2 4989 2
1 833 3
1 2716 2
1 4060 5
1 978 6
1 8920 5
1 748 6
1 3576 3
1 3243 5
2 2571 2
2 607 2
2 6519 6
2 9321 2
1 2330 6
2 7089 3
1 2820 5
1 8570 4
2 5431 4
1 2613 2
1 7788 2
1 6155 4
2 186 5
2 654 2
1 2420 6
1 6982 2
2 3901 4
1 8109 6
2 8112 1
1 3608 2
2 3833 1
1 8853 5
1 6386 3
1 4069 2
2 380 1
1 55 5
2 1874 5
2 8350 5
2 4052 1
2 2828 1
2 6785 4
2 9109 6
2 3067 5
1 4632 4
2 913 5
2 7690 2
1 9564 5
2 8918 6
1 8161 6
2 5925 3
2 1572 4
2 3023 1
1 691 1
1 9182 1
2 9254 3
2 1925 2
1 651 2
2 1323 3
1 6014 1
1 7063 2
1 9225 6
2 2799 1
1 4726 6
1 6591 6
1 9521 1
2 7191 5
1 1975 4
1 4237 6
1 5024 1
1 3193 1
1 5615 5
2 4108 3
1 7185 2
1 99 1
2 8507 1
2 2282 1
1 2621 2
1 4214 4
1 6988 3
1 2871 3
1 1613 6
2 202 4
2 7765 5
2 1559 1
2 6314 2
2 1601 5
2 1889 3
1 1598 1
2 6273 4
2 2081 1
1 5680 2
2 2287 5
2 7706 1
1 8871 4
1 4620 2
1 5506 6
1 685 5
2 8630 5
1 6555 2
1 7346 4
1 9628 5
1 3389 3
1 6049 3
2 7019 6
1 3500 3
1 2550 5
2 7670 5
2 2137 6
1 2236 5
2 6220 6
1 7588 2
2 1254 3
2 4297 3
1 6180 3
1 4310 3
1 6916 3
1 9204 2
2 5928 1
1 1229 2
1 2314 4
2 464 2
1 8143 2
2 7223 3
1 2268 5
2 7400 3
2 2 2
1 528 1
2 7042 3
2 1134 2
1 9965 2
2 1433 1
2 1072 6
2 1748 5
2 9280 6
1 7303 3
1 3735 5
2 5281 3
1 1854 1
1 3132 6
2 1644 3
1 3663 2
2 6336 3
1 1694 5
1 8713 3
2 5613 3
2 9086 4
1 2657 4
1 8476 5
2 4958 1
2 3685 4
2 6649 1
1 7239 3
1 6450 4
2 7974 6
2 5889 1
1 1614 2
1 9512 3
1 4291 6
2 3468 4
1 8631 4
1 9457 5
1 2739 5
2 7212 4
1 7692 3
2 8130 3
1 6843 4
2 8771 5
1 8598 2
1 9533 6
1 2372 1
2 911 5
2 1082 1
1 6409 5
1 5383 5
1 8875 2
1 5089 1
2 8572 5
1 6527 5
2 5586 2
1 5086 6
1 6750 3
1 5959 3
2 5533 1
1 9181 3
1 9821 6
2 5507 4
2 5653 2
2 6057 1
2 173 4
1 3026 6
2 9444 1
1 506 5
1 6611 3
2 4651 4
1 3021 2
2 6129 3
2 4299 4
1 7115 1
2 9915 5
1 6762 4
1 9993 3
1 5706 3
1 4948 3
1 4297 4
2 5374 3
2 6380 2
2 6983 3
2 6428 4
2 2389 5
1 4318 1
1 2471 6
2 7508 5
2 2395 6
2 1493 3
1 9041 4
2 331 6
1 6319 2
1 2298 2
1 453 2
1 3415 6
2 9488 4
2 9289 1
1 524 3
1 7822 5
1 1795 2
1 9421 1
1 9540 2
2 6961 4
2 9520 6
1 2060 5
1 6430 5
1 8570 2
2 4079 1
1 3521 6
2 7592 4
2 9243 2
1 6500 1
2 3778 5
1 4484 4
2 6968 3
1 3915 1
1 4007 6
1 2280 2
2 6933 1
2 660 6
2 2958 3
1 7361 3
2 7797 6
2 2919 6
2 1470 5
1 3899 3
2 3877 3
2 6429 2
1 4216 6
1 3437 4
1 1951 4
2 2778 3
1 1628 4
1 4622 4
1 418 6
1 8376 5
2 6054 6
2 9169 1
1 8721 3
1 2858 6
2 2268 3
1 984 2
2 3719 6
1 62 1
2 4077 4
2 7418 4
1 7701 1
1 309 5
2 9252 2
1 3694 3
1 296 1
2 6549 3
1 3788 4
2 8702 6
1 5987 3
1 5222 3
1 7202 6
1 5214 2
2 1445 6
2 8723 2
1 3510 1
2 8871 2
1 5113 4
1 2705 3
1 747 2
1 1627 3
2 9488 1
1 9805 6
2 678 2
1 6277 4
1 7863 1
2 217 1
1 2321 4
1 6424 4
1 1470 2
1 1261 1
2 6284 2
1 6480 1
1 858 6
2 7132 2
1 8488 6
1 2804 6
1 7418 4
1 6704 4
2 5002 2
1 9609 6
1 1444 5
2 4063 5
1 8739 3
1 6890 2
1 9710 5
1 9686 5
1 5725 1
1 2294 6
1 9237 6
2 4695 3
2 14 3
1 820 2
2 8332 6
2 4689 5
1 5801 6
2 4518 6
1 1377 6
2 4352 5
1 545 3
1 5285 1
2 9568 4
2 2543 4
2 9427 3
2 1024 1
2 2368 6
2 307 3
2 407 1
2 1492 6
2 5127 3
1 9423 6
1 9216 5
2 4822 4
1 1744 5
2 196 4
1 1324 5
2 7879 4
2 4813 1
2 9077 6
1 8973 1
2 5895 6
2 2618 1
2 8408 6
2 3542 4
1 1958 2
2 5631 3
2 3206 1
2 6209 6
2 7183 5
2 6530 5
2 6634 1
2 3340 2
2 6107 2
1 2360 5
2 6138 4
2 5253 2
1 1248 1
2 34 1
1 694 1
2 6911 2
1 4457 6
2 9270 4
1 4988 1
1 4056 2
2 6528 2
1 4321 6
1 777 1
1 1993 5
2 6883 5
2 7999 1
2 9584 1
1 3206 4
2 5374 4
1 807 5
2 8971 4
1 5047 1
1 8069 2
2 453 3
1 7489 2
1 9559 3
2 7107 2
2 4071 2
1 6013 1
2 1390 2
1 6421 5
2 9860 6
2 8803 4
2 8846 5
2 7713 5
2 4606 5
2 7543 2
2 6624 2
1 4700 1
1 6337 1
1 391 1
1 9709 2
2 9071 2
1 8931 2
2 3260 2
1 1760 6
2 8507 6
1 5449 2
2 3943 2
2 8891 6
2 3081 1
1 7415 4
2 5989 3
2 773 5
1 5459 4
1 4416 4
1 2975 6
1 2332 5
2 8778 4
1 5402 5
2 4125 3
1 1979 3
1 4145 3
1 7088 1
1 103 2
1 6525 2
1 8116 4
1 2520 6
1 9026 4
1 2690 6
1 9759 4
1 1418 4
1 9450 5
2 3646 5
2 9130 2
1 1294 6
2 3633 5
1 7658 6
1 5090 5
2 3637 5
2 5389 3
1 8154 4
1 9687 1
2 4038 5
1 2504 3
2 5196 2
2 5786 1
2 158 3
2 4953 3
1 6595 4
1 359 4
2 526 4
2 6519 5
2 5083 4
2 39 2
1 7895 2
2 373 2
2 286 5
2 274 6
2 9957 4
2 2814 4
2 9210 4
2 3659 1
1 5575 1
1 5265 1
1 9932 5
2 8887 3
2 4301 2
1 5022 1
2 7254 1
2 6837 5
2 4764 4
1 177 5
1 6185 4
2 2758 5
2 8808 3
1 9222 5
2 3229 6
1 8743 3
2 4764 3
1 761 6
2 9538 1
2 5974 4
2 5565 4
1 807 2
2 5034 5
1 2074 1
2 3002 2
2 9286 4
2 4627 6
2 4344 1
2 2970 5
1 9495 2
1 4914 6
1 3795 6
2 6013 6
1 5078 3
2 2483 3
2 3123 3
2 4634 3
1 4251 2
2 2126 5
2 7798 4
2 902 1
1 7679 6
2 1223 2
1 4545 3
2 4793 3
2 2375 1
1 6552 4
2 8006 5
2 3338 4
2 4320 2
2 8758 5
1 7510 3
2 4056 4
2 9766 4
2 7718 3
1 9504 5
2 8260 2
2 7535 3
1 3902 1
1 7142 1
2 2136 5
1 3431 2
1 4419 3
1 7263 3
1 6764 1
2 8079 5
2 8273 5
2 536 1
2 106 6
1 3166 4
2 7703 4
2 6445 1
1 5461 1
2 2910 2
1 9695 4
1 4485 5
2 7593 1
1 2022 3
2 1553 3
2 273 1
2 8027 6
1 3689 6
1 1579 2
1 4865 2
1 4450 6
1 3912 2
1 119 6
2 8614 2
2 1442 1
2 6076 2
2 272 4
1 2631 5
1 4005 3
2 2731 2
1 1164 2
2 7595 3
1 3241 4
1 5730 1
2 7465 1
2 5979 2
1 3328 5
2 5654 4
2 5569 2
1 4234 3
1 703 3
1 3009 2
2 1993 3
1 1296 5
2 36 1
1 1427 1
1 7589 1
1 952 1
2 6319 4
1 2872 3
2 5244 1
1 3382 3
1 5483 6
2 1553 6
1 575 5
2 9949 3
1 7410 5
1 8013 1
2 7703 5
1 2977 5
1 6377 2
2 7164 3
1 7648 1
2 7395 3
1 7638 4
2 7750 6
2 2016 5
2 6737 1
2 3764 6
2 1312 5
1 855 6
1 9990 3
1 2538 3
2 3145 5
2 6478 6
2 1190 6
1 3560 2
2 6594 3
2 9248 5
1 9840 5
1 9467 6
1 9453 1
2 4733 3
1 6166 2
1 6876 2
2 5304 5
1 4168 6
2 7311 4
1 187 1
1 1032 6
2 8793 2
2 6348 2
2 868 5
2 9783 3
2 4748 2
1 1206 6
2 15 4
1 5736 6
1 782 4
2 4569 3
2 1200 6
1 1143 3
2 2515 1
2 9140 3
1 9871 1
1 9045 5
1 673 5
1 4193 4
2 8167 5
2 6108 2
2 684 4
1 5673 1
1 7583 4
1 4367 6
1 9056 4
1 5708 3
2 9515 2
2 7877 1
1 4473 6
1 7483 4
2 7929 3
1 6813 6
2 6995 3
2 5127 1
2 4377 6
1 3544 2
1 5162 1
1 3734 5
1 9781 5
2 6179 2
1 4005 2
2 7674 4
2 8252 1
2 7356 5
2 6909 2
1 1203 4
2 6587 6
1 648 2
2 989 6
2 8948 2
1 4123 2
2 9367 1
2 5930 1
1 5079 2
1 3582 4
2 1038 6
2 6778 4
2 2253 2
1 5318 2
1 6221 4
2 4295 2
1 4922 2
2 6122 2
2 9092 3
1 3429 3
2 2459 4
1 6822 2
1 9158 3
2 4274 5
1 1585 2
2 7694 5
2 7720 2
2 3597 2
2 6320 4
1 2142 6
2 6891 5
1 7495 1
1 1056 3
2 513 5
1 8973 2
1 1182 1
2 9024 6
2 1453 3
1 7468 3
2 2654 5
1 7415 2
1 7324 1
1 9422 6
2 6169 3
2 5067 3
2 2023 2
1 8880 2
1 4810 4
1 5923 2
1 5676 5
2 5820 6
2 1341 6
2 1235 1
2 5555 2
1 6211 5
1 5224 4
1 2105 2
2 4933 5
1 9860 2
1 207 3
2 7600 6
2 2298 6
2 7296 4
2 3085 5
2 2069 4
1 886 4
1 9287 1
2 5779 2
1 8165 1
1 9571 3
1 2715 6
1 2498 6
1 8530 3
1 8986 4
1 7284 5
2 4770 2
2 667 6
1 8477 4
2 4119 6
1 2207 4
2 1913 2
2 6089 5
2 521 2
1 9407 2
2 4714 1
1 4006 4
2 8307 2
1 1490 2
2 5454 2
1 5117 4
2 2367 2
2 338 6
1 905 3
2 5420 3
2 718 1
2 6748 2
2 366 4
2 607 1
2 6415 2
1 2939 5
1 5165 6
2 276 4
2 4918 3
2 9826 2
2 4465 3
1 9050 2
2 8572 1
1 5517 3
2 5524 2
1 2103 6
1 1348 5
2 7672 5
2 9512 4
2 5984 6
2 9194 1
2 9145 5
2 2689 3
2 9001 4
2 8205 6
2 8735 1
2 6162 5
2 656 3
1 4417 2
2 9152 6
2 5847 5
2 7846 4
1 1266 5
1 2225 5
1 8105 6
2 4101 5
1 6594 4
2 8141 3
1 4066 3
2 1436 1
1 4313 3
2 4082 6
1 9010 2
2 5160 2
2 4075 4
2 1805 6
1 5484 5
1 6289 2
2 8684 1
1 7403 2
2 3030 4
1 8907 4
1 2198 6
2 8048 1
2 75 1
2 265 3
2 2534 5
2 453 6
1 2432 6
2 6367 2
2 1954 3
2 4964 1
1 6597 6
1 9201 2
2 4107 1
1 6662 4
2 1981 4
2 8532 3
2 530 1
2 711 5
1 8794 3
2 7985 2
2 2800 1
1 5933 3
1 1170 3
1 1818 1
2 2472 6
2 5897 6
2 700 5
1 5664 3
2 6420 4
1 69 6
2 3873 4
1 9330 6
1 7514 1
1 1733 6
2 9693 4
2 79 5
1 8722 6
2 981 5
1 6802 6
1 9061 6
1 920 4
2 7059 6
1 8792 2
1 8831 4
1 2426 5
1 9196 1
2 9795 3
2 730 1
1 3809 2
1 5714 4
2 6580 3
2 6652 1
2 8966 2
2 7124 4
2 3120 2
2 654 3
2 8624 6
1 3501 2
1 9937 6
1 9702 1
2 4454 3
2 773 2
2 8423 4
2 2625 2
1 5600 1
2 6020 5
2 4381 6
1 4745 1
1 2779 6
2 8706 6
1 6262 1
2 8884 5
2 6873 2
1 561 5
2 8081 3
2 9064 6
1 18 1
2 9232 6
2 2908 3
1 2373 6
2 922 2
1 4781 6
1 5302 2
1 3765 6
1 915 6
1 791 3
2 4505 1
2 3491 4
1 2095 5
1 9620 5
1 7366 4
2 8413 2
2 3146 3
2 7200 6
2 61 2
2 9380 1
1 8690 4
2 9366 5
1 3715 6
1 948 5
2 1022 5
2 9368 4
2 8858 6
2 6424 2
1 7721 1
1 1148 3
2 3524 1
1 6960 1
2 7282 3
1 2570 2
1 6999 6
1 3766 4
2 8219 3
2 549 6
1 1076 2
1 7060 5
2 7368 2
2 7671 2
2 2998 3
1 1596 2
1 66 1
1 9412 2
2 3433 3
1 3805 6
2 53 1
2 1216 6
1 9494 2
2 5910 6
2 895 1
2 7533 3
1 8064 4
1 3011 3
1 6331 2
2 9215 4
2 5883 5
2 3853 5
1 1700 3
1 7690 1
1 6435 4
1 2309 2
1 4020 4
2 3039 4
1 2544 4
2 1797 3
2 2020 5
2 3959 2
2 3110 2
1 2275 3
2 6801 3
1 5023 3
2 6178 1
1 5489 3
1 6729 1
1 3545 4
1 4939 4
2 2814 2
1 3020 4
1 2777 4
1 3018 4
1 3188 5
2 8538 1
2 9266 3
2 1029 3
1 3651 6
1 2623 6
2 2302 3
2 8767 3
1 553 6
1 6718 6
1 2073 6
1 3749 3
2 4625 6
2 6892 5
2 3251 1
1 5762 4
2 3612 5
1 4649 1
1 4878 1
2 4501 6
2 8478 2
2 7123 3
2 7349 1
2 6459 3
1 1504 4
2 8546 2
2 6916 4
2 8718 1
1 4708 5
2 1288 3
1 5215 6
1 9534 6
2 2950 3
2 2471 2
2 6113 4
1 1478 4
1 6618 5
2 8117 4
1 1586 4
1 3898 6
1 869 4
1 5596 4
1 6245 4
2 6937 4
2 207 1
1 7839 2
2 5026 4
1 2037 5
2 1878 5
2 9034 5
1 824 4
1 3184 4
2 9801 3
2 7208 5
2 7309 5
2 7849 3
2 564 6
2 9939 6
2 8547 5
2 4293 2
1 4329 3
1 7786 3
2 5187 2
2 2063 6
1 5150 1
1 7976 5
1 3534 5
2 9411 5
2 2623 1
1 4241 2
2 6128 3
2 457 3
2 1196 4
2 7268 4
1 71 4
1 1007 3
2 3168 3
1 8680 2
2 8999 2
1 1810 1
1 3431 1
1 722 3
1 4222 2
2 3170 1
1 6131 1
1 3579 5
1 6090 6
2 4919 3
2 1071 6
1 9305 4
2 7675 3
1 4060 3
2 2969 2
2 4477 6
2 628 1
2 3044 5
2 7878 1
1 3342 5
2 9093 2
2 9305 5
1 7734 5
1 6741 5
2 6718 1
2 6092 2
2 9698 5
1 2743 1
1 1159 3
2 362 6
2 2497 3
1 8873 3
2 1475 2
1 9377 4
1 5450 6
1 1246 1
2 2300 5
2 2269 6
1 6929 5
2 8577 5
1 634 6
1 2802 6
2 7577 1
2 1818 6
1 7674 6
2 6436 5
1 9628 2
1 5812 4
2 2969 1
1 2309 3
2 2091 5
1 7196 6
2 8267 6
1 3075 4
1 9086 2
2 1261 3
2 6637 1
1 5502 6
1 219 4
2 3284 4
1 4587 5
2 9420 2
2 755 6
1 1592 1
2 8824 1
1 4653 6
2 6220 5
2 7827 6
2 897 2
2 8046 4
1 19 3
1 3977 4
2 5471 1
2 4856 4
1 6781 2
2 8429 2
1 7233 4
1 8716 5
2 5699 4
2 9223 2
1 984 4
1 8629 6
1 714 6
1 5174 5
1 7294 3
2 8605 6
1 2537 1
2 3827 5
1 4079 6
2 8876 3
1 5766 4
2 3522 1
2 148 1
2 2751 4
2 9832 1
2 8528 2
2 6656 5
1 8008 5
1 4787 1
1 9920 3
2 1371 3
2 5822 6
2 4009 2
2 951 2
1 7515 6
1 619 1
1 5554 4
2 1931 1
2 1805 1
1 7689 3
2 6844 1
1 9656 2
2 9591 1
2 9565 6
2 5587 4
1 3698 6
1 2326 3
1 5561 4
2 8261 6
1 1616 2
1 6929 3
2 7754 1
1 3229 1
2 8804 6
2 4281 2
1 7871 4
1 3548 4
1 9357 2
2 8113 2
1 3217 3
1 3153 3
2 9845 3
1 5978 1
2 4821 1
2 3699 5
1 5806 2
2 5489 5
1 803 6
1 239 1
2 4003 5
2 7372 4
2 403 1
1 2443 6
2 6654 3
2 9399 4
2 3690 1
1 7821 3
2 181 2
2 4303 5
2 4973 1
2 6086 6
1 1771 3
2 3581 3
1 6016 5
1 6350 6
2 5875 4
2 9081 6
2 5451 5
2 7616 3
1 3190 3
2 1472 3
1 9626 5
1 9528 4
1 4499 3
2 6782 1
2 7376 5
1 5303 4
2 8136 2
1 4303 4
2 8185 6
1 145 6
2 8340 4
2 9451 4
1 6645 1
1 3172 3
2 6378 3
2 5924 6
1 9405 4
2 2594 4
1 2204 1
1 6547 3
2 4367 4
2 1848 4
1 6677 6
1 8401 4
1 8526 1
1 1861 3
1 259 1
1 1441 6
1 7147 5
2 7631 3
2 6693 5
2 2536 4
1 7064 1
2 7556 4
2 6210 4
1 2145 5
2 6522 2
1 4498 2
2 2913 4
1 5216 4
1 1865 6
2 8443 5
1 1354 1
1 5490 3
2 7834 6
1 8837 3
2 7482 4
1 5358 1
1 7197 3
2 5974 6
2 7721 2
2 1096 5
2 5142 2
2 8238 4
2 8215 3
2 5802 5
2 5120 3
1 1794 6
1 886 3
1 3305 3
2 4476 2
2 4979 3
2 2583 6
1 5784 4
2 5544 1
2 9445 5
1 6759 5
1 8895 2
1 7380 5
1 8447 6
1 4654 2
1 7022 3
1 2968 3
1 5434 3
2 6775 5
1 5356 1
2 661 1
2 456 1
2 9161 1
2 3920 1
2 2104 4
2 3134 4
1 3127 1
1 9402 1
1 2176 6
2 6321 4
2 2630 6
2 1368 1
2 4165 4
1 250 1
1 2063 5
2 9093 6
1 8664 2
2 8640 5
1 143 4
2 7118 4
1 9627 1
2 9849 3
1 3050 6
2 5352 6
1 6743 3
1 2495 3
1 6752 2
1 285 1
1 9103 4
1 4832 1
1 7282 4
1 2041 1
1 4218 1
1 6022 6
2 9798 1
2 700 3
1 9129 4
2 9471 6
1 8407 3
2 9695 6
2 2975 4
1 9739 6
2 9278 6
1 6261 5
2 1987 2
1 9135 2
2 8593 5
1 8592 4
2 6239 5
1 1557 1
1 9776 3
